proj_code,country,via,inco,ship_mode,prod_grp,sub_class,vendor,brand,dosage,dosage_form,per_pack_qty,line_qty,line_value,pack_price,unit_price,manu_site,first_line,weight,freight,insurance,delay,total_cost,quote_year,quote_month,quote_day,po_year,po_month,po_day,sch_del_year,sch_del_month,sch_del_day,actual_del_year,actual_del_month,actual_del_day
102-SD-T30,Sudan,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Determine,300mg,Test kit - Ancillary,100,1,8.0,8.0,0.08,"Alere Medical Co., Ltd.",Yes,2.0,980.7,0.01,0,988.71,2011,9,7,2011,9,14,2012,2,20,2012,2,20
161-ZA-T30,South Africa,Direct Drop,DDP,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,10mg/ml,Oral solution,240,11640,34920.0,3.0,0.01,"Aurobindo Unit III, India",Yes,4440.0,3283.59,75.29,41,38278.88,2010,3,18,2010,3,19,2010,7,14,2010,8,24
104-CI-T30,Côte d'Ivoire,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,3240,117158.4,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,800.0,5322.35,252.59,0,122733.34,2009,12,8,2010,1,25,2010,3,5,2010,3,5
111-MZ-T30,Mozambique,Direct Drop,CIP,Air,ARV,Adult,JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),Prezista,600mg,Tablet,60,100,5400.0,54.0,0.9,"Janssen-Cilag, Latina, IT",Yes,4516.521007400334,0.0,6.36,0,5406.36,2014,10,28,2014,12,19,2015,5,6,2015,5,6
114-UG-T30,Uganda,Direct Drop,EXW,Air,ARV,Adult,B&C GROUP S.A.,Intelence,100mg,Tablet,120,502,18072.0,36.0,0.3,"Janssen-Cilag, Latina, IT",Yes,119.0,923.18,18.58,0,19013.760000000002,2014,1,28,2014,2,4,2014,7,16,2014,7,16
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,200/300mg,Tablet - FDC,30,10,234.38,23.44,0.78,"Aurobindo Unit III, India",No,4516.521007400334,0.0,0.24,0,234.62,2014,9,11,2014,10,9,2015,8,24,2015,8,24
108-VN-T30,Vietnam,Direct Drop,EXW,Air,ARV,Adult,HETERO LABS LIMITED,Generic,150/300mg,Tablet - FDC,60,10249,84041.8,8.2,0.14,Hetero Unit III Hyderabad IN,Yes,5495.0,23372.43,138.67,0,107552.90000000001,2011,3,31,2011,4,14,2011,9,26,2011,9,26
106-HT-T30,Haiti,Direct Drop,EXW,Air,ARV,Pediatric,CIPLA LIMITED,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,2460,17220.0,7.0,0.12,"Cipla, Patalganga, India",Yes,173.0,1312.75,24.14,0,18556.89,2012,1,6,2012,2,24,2012,9,5,2012,9,5
114-UG-T30,Uganda,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,10mg/ml,Oral suspension,100,11036,14346.8,1.3,0.01,"Aurobindo Unit III, India",Yes,2385.0,10898.12,17.75,2,25262.67,2013,8,5,2013,8,9,2013,12,10,2013,12,12
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,300mg,Tablet,60,3,54.1,18.03,0.3,"Aurobindo Unit III, India",No,4516.521007400334,0.0,0.06,0,54.160000000000004,2014,9,11,2015,5,11,2015,5,12,2015,5,12
107-RW-T30,Rwanda,Direct Drop,EXW,Ocean,ARV,Adult,HETERO LABS LIMITED,Generic,300/300mg,Tablet - FDC,30,172800,1617408.0,9.36,0.31,Hetero Unit III Hyderabad IN,No,24219.0,23736.39,3487.13,0,1644631.5199999998,2010,9,3,2010,9,28,2011,3,1,2011,3,1
901-GH-T30,Ghana,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,600/300/300mg,Tablet - FDC,30,38433,412770.42,10.74,0.36,Mylan (formerly Matrix) Nashik,Yes,4656.0,31521.65,424.33,0,444716.4,2014,4,30,2014,7,8,2014,11,21,2014,11,21
133-NG-T30,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,3076,273764.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1249.0,21084.84,338.65,6,295187.49000000005,2013,6,10,2013,7,10,2013,11,7,2013,11,13
110-ZM-T30,Zambia,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,3500,112000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1224.0,15670.6,184.8,0,127855.40000000001,2011,4,1,2011,4,20,2011,7,19,2011,7,19
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,300mg,Tablet,30,38,564.39,14.85,0.5,Mylan (formerly Matrix) Nashik,No,4516.521007400334,0.0,0.58,0,564.97,2014,9,11,2014,10,9,2015,7,24,2015,7,24
103-ZW-T30,Zimbabwe,Direct Drop,EXW,Ocean,ARV,Pediatric,Aurobindo Pharma Limited,Generic,100/25mg,Tablet,60,42500,341700.0,8.04,0.13,"Aurobindo Unit III, India",Yes,3868.0,16210.31,479.06,0,358389.37,2012,5,29,2012,7,17,2012,10,24,2012,10,24
105-DO-T30,Dominican Republic,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,2828,260176.0,92.0,0.92,Inverness Japan,Yes,4516.521007400334,10900.58231496884,429.29,0,271505.87231496884,2011,6,21,2011,8,4,2011,10,27,2011,10,27
104-CI-T30,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,300mg,Test kit,30,1206,28944.0,24.0,0.8,"Standard Diagnostics, Korea",Yes,429.0,4540.55,62.4,0,33546.950000000004,2010,7,14,2010,7,30,2010,11,10,2010,11,10
161-ZA-T30,South Africa,Direct Drop,DDP,Air,ARV,Adult,CIPLA LIMITED,Generic,300mg,Tablet,30,64738,506251.16,7.82,0.26,"Cipla, Goa, India",Yes,4457.0,3646.13,1091.48,14,510988.76999999996,2010,3,18,2010,3,19,2010,10,13,2010,10,27
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,250mg,Delayed-release capsules,30,6,66.1,11.02,0.37,"Aurobindo Unit III, India",No,4516.521007400334,0.0,0.07,0,66.16999999999999,2014,9,11,2015,1,26,2015,1,26,2015,1,26
114-UG-T30,Uganda,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,100mg,Tablet,60,625,4281.25,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,86.0,86.0,6.0,0,4373.25,2012,3,15,2012,4,4,2012,5,4,2012,5,4
114-UG-T30,Uganda,Direct Drop,EXW,Air,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,600mg,Tablet,30,61751,194515.65,3.15,0.1,"Strides, Bangalore, India.",Yes,4516.521007400334,10900.58231496884,228.94,0,205645.17231496883,2015,7,6,2015,7,28,2015,8,28,2015,8,28
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,150/300mg,Tablet - FDC,60,13,293.03,22.54,0.38,"Aurobindo Unit III, India",No,4516.521007400334,0.0,0.3,0,293.33,2014,9,11,2014,10,9,2015,7,24,2015,7,24
105-DO-T30,Dominican Republic,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Standard Diagnostics, Inc.",Determine,300mg,Test kit - Ancillary,1,112,0.0,0.0,0.0,"Alere Medical Co., Ltd.",Yes,46.0,1428.23,0.0,0,1428.23,2013,6,4,2013,8,7,2013,10,29,2013,10,29
161-ZA-T30,South Africa,Direct Drop,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,300mg,Tablet,30,146670,975355.5,6.65,0.22,"Aurobindo Unit III, India",Yes,13690.0,15213.22,2102.87,71,992671.59,2010,8,31,2010,9,24,2010,12,29,2011,3,10
101-CD-T30,"Congo, DRC",Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,65,2080.0,32.0,1.6,"Trinity Biotech, Plc",No,112.0,3196.31,2.14,0,5278.45,2014,4,23,2014,5,20,2014,9,5,2014,9,5
107-RW-T30,Rwanda,Direct Drop,CIP,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,10mg/ml,Oral solution,240,2468,7231.24,2.93,0.01,"Aurobindo Unit III, India",Yes,907.0,650.81,15.59,0,7897.639999999999,2010,9,3,2010,9,27,2011,9,27,2011,9,27
106-HT-T30,Haiti,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,1500,150000.0,100.0,1.0,"Alere Medical Co., Ltd.",Yes,714.0,11293.85,185.55,0,161479.4,2012,10,11,2012,10,16,2012,12,6,2012,12,6
117-ET-T30,Ethiopia,Direct Drop,EXW,Air,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,300mg,Test kit,1,22497,551176.5,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,13749.0,152368.7,772.75,0,704317.95,2012,5,21,2012,8,10,2012,11,5,2012,11,5
106-HT-T30,Haiti,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,150/300mg,Tablet - FDC,60,24024,155915.76,6.49,0.11,Mylan (formerly Matrix) Nashik,Yes,2082.0,16574.55,192.87,0,172683.18,2013,8,21,2013,10,25,2014,6,17,2014,6,17
108-VN-T30,Vietnam,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,100mg,Capsule,336,56,17185.28,306.88,0.91,ABBVIE (Abbott) Logis. UK,Yes,168.0,4092.21,37.05,0,21314.539999999997,2010,6,23,2010,7,1,2010,9,13,2010,9,13
104-CI-T30,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,300mg,Test kit,25,3800,77900.0,20.5,0.82,"Standard Diagnostics, Korea",Yes,1267.0,12711.93,96.36,0,90708.29,2013,7,16,2013,8,15,2013,10,7,2013,10,7
106-HT-T30,Haiti,Direct Drop,EXW,Air,ARV,Adult,EMCURE PHARMACEUTICALS LTD,Generic,300/100mg,Tablet,30,1000,18000.0,18.0,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,132.0,1579.89,18.5,0,19598.39,2014,9,24,2014,11,14,2015,5,28,2015,5,28
161-ZA-T30,South Africa,Direct Drop,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,600mg,Tablet,30,58489,263785.39,4.51,0.15,"Aurobindo Unit III, India",Yes,4972.0,14439.19,435.25,7,278659.83,2011,3,10,2011,3,24,2011,10,4,2011,10,11
106-HT-T30,Haiti,Direct Drop,EXW,Ocean,ARV,Pediatric,Aurobindo Pharma Limited,Generic,50mg,Chewable/dispersible tablet,30,2293,2866.25,1.25,0.04,"Aurobindo Unit III, India",Yes,122.0,2461.63,3.55,0,5331.43,2013,8,21,2013,10,24,2014,5,9,2014,5,9
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,200/300mg,Tablet - FDC,30,2,53.51,26.76,0.89,"Aurobindo Unit III, India",No,4516.521007400334,0.0,0.06,0,53.57,2014,10,29,2014,12,10,2014,12,10,2014,12,10
161-ZA-T30,South Africa,Direct Drop,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,300mg,Tablet,30,52158,346850.7,6.65,0.22,"Aurobindo Unit III, India",Yes,4868.0,6121.41,572.3,0,353544.41,2010,11,26,2010,12,14,2011,6,13,2011,6,13
102-KE-T30,Kenya,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,7982,710398.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,2278.0,31382.03,995.98,0,742776.01,2012,1,9,2012,2,1,2012,3,22,2012,3,22
110-ZM-T30,Zambia,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,2127,170160.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,881.0,14019.38,210.49,4,184389.87,2013,5,2,2013,5,22,2013,8,5,2013,8,9
102-SD-T30,Sudan,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,65,2080.0,32.0,1.6,"Trinity Biotech, Plc",Yes,21.0,593.72,3.43,0,2677.15,2011,8,29,2011,9,7,2012,1,11,2012,1,11
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,Generic,10mg/ml,Oral solution,240,6,42.91,7.15,0.03,"Aurobindo Unit III, India",No,4516.521007400334,0.0,0.04,0,42.949999999999996,2014,4,30,2014,6,25,2014,6,25,2014,6,25
108-VN-T30,Vietnam,Direct Drop,EXW,Air,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,200mg,Tablet,60,10935,28431.0,2.6,0.04,"Strides, Bangalore, India.",No,726.0,7388.14,61.3,0,35880.44,2010,3,22,2010,3,29,2010,8,3,2010,8,3
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,300mg,Tablet,60,7,126.22,18.03,0.3,"Aurobindo Unit III, India",No,4516.521007400334,0.0,0.13,0,126.35,2014,9,11,2015,6,2,2015,6,2,2015,6,2
107-RW-T30,Rwanda,Direct Drop,EXW,Air,ARV,Pediatric,CIPLA LIMITED,Generic,20mg/ml,Oral solution,240,4192,35632.0,8.5,0.04,"Cipla, Goa, India",Yes,1514.0,6072.8,49.96,0,41754.76,2011,11,30,2012,3,14,2012,6,29,2012,6,29
109-TZ-T30,Tanzania,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,350,28000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,143.0,2508.46,28.78,0,30537.239999999998,2014,2,3,2014,3,5,2014,5,24,2014,5,24
108-VN-T30,Vietnam,Direct Drop,EXW,Air,ARV,Adult,HETERO LABS LIMITED,Generic,600/300/300mg,Tablet - FDC,30,11904,124992.0,10.5,0.35,Hetero Unit III Hyderabad IN,No,4516.521007400334,10900.58231496884,128.49,0,136021.07231496883,2014,7,9,2014,8,11,2014,12,17,2014,12,17
111-MZ-T30,Mozambique,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,4131,320978.7,77.7,0.78,Inverness Japan,Yes,937.0,11566.55,692.03,0,333237.28,2010,4,5,2010,4,21,2010,8,4,2010,8,4
110-ZM-T30,Zambia,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,3200,256000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1526.0,27952.72,422.4,0,284375.12,2011,8,9,2011,8,18,2011,10,26,2011,10,26
111-MZ-T30,Mozambique,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Determine,300mg,Test kit - Ancillary,1,229,1145.0,5.0,5.0,"Alere Medical Co., Ltd.",No,4516.521007400334,0.0,1.18,0,1146.18,2014,2,21,2014,2,28,2014,5,2,2014,5,2
109-TZ-T30,Tanzania,Direct Drop,EXW,Ocean,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,600/200/300mg,Tablet - FDC,30,65763,821379.87,12.49,0.42,Mylan (formerly Matrix) Nashik,Yes,8182.0,7814.59,1016.05,0,830210.51,2013,7,3,2013,8,27,2013,10,23,2013,10,23
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,200/300mg,Tablet - FDC,30,228,7598.95,33.33,1.11,"Aurobindo Unit III, India",No,4516.521007400334,0.0,9.4,0,7608.349999999999,2013,7,11,2014,8,29,2014,8,29,2014,8,29
105-GY-T30,Guyana,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,305,30500.0,100.0,1.0,"Alere Medical Co., Ltd.",Yes,4516.521007400334,10900.58231496884,35.9,0,41436.48231496884,2015,6,24,2015,7,17,2015,8,28,2015,8,28
104-CI-T30,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,300mg,Test kit,30,900,21600.0,24.0,0.8,"Standard Diagnostics, Korea",Yes,300.0,3489.46,46.57,0,25136.03,2010,2,25,2010,6,7,2010,8,17,2010,8,17
105-DO-T30,Dominican Republic,Direct Drop,EXW,Air,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,300mg,Test kit,100,41,3075.0,75.0,0.75,"Standard Diagnostics, Korea",Yes,28.0,483.68,5.07,0,3563.75,2011,6,21,2011,8,3,2011,9,12,2011,9,12
161-ZA-T30,South Africa,Direct Drop,DDP,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,150mg,Tablet,60,2,5.06,2.53,0.04,"Aurobindo Unit III, India",Yes,1.0,4116.81,0.01,0,4121.880000000001,2010,3,18,2010,3,19,2010,6,11,2010,6,11
102-ML-T30,Mali,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Generic,300mg,Test kit - Ancillary,100,21,105.0,5.0,0.05,"Alere Medical Co., Ltd.",No,37.0,2190.78,0.13,0,2295.9100000000003,2013,3,15,2013,4,11,2013,6,11,2013,6,11
105-SS-T30,South Sudan,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,18,576.0,32.0,1.6,"Trinity Biotech, Plc",No,176.0,4124.74,0.71,0,4701.45,2013,7,18,2013,8,6,2013,10,18,2013,10,18
114-UG-T30,Uganda,Direct Drop,EXW,Air,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,600mg,Tablet,30,111348,355200.12,3.19,0.11,"Strides, Bangalore, India.",Yes,6953.0,30711.92,439.38,0,386351.42,2013,7,8,2013,7,30,2013,9,14,2013,9,14
106-HT-T30,Haiti,Direct Drop,CIP,Air,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Stocrin/Sustiva,30mg/ml,Oral solution,180,2295,38923.2,16.96,0.09,"MSD, Haarlem, NL",Yes,687.0,5293.76,54.57,0,44271.53,2012,4,20,2012,6,8,2012,10,29,2012,10,29
111-MZ-T30,Mozambique,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,8261,264352.0,32.0,1.6,"Trinity Biotech, Plc",Yes,298.0,16397.94,271.75,0,281021.69,2014,5,15,2014,7,30,2014,9,8,2014,9,8
117-ET-T30,Ethiopia,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,300mg,Test kit,20,340,9860.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,128.0,810.96,13.82,0,10684.779999999999,2012,1,10,2012,1,23,2012,9,5,2012,9,5
108-VN-T30,Vietnam,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,150/300/200mg,Tablet - FDC,60,17584,142430.4,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,2446.0,4559.25,167.64,0,147157.29,2015,1,28,2015,2,17,2015,7,30,2015,7,30
101-CD-T30,"Congo, DRC",Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,51,4080.0,80.0,0.8,"Alere Medical Co., Ltd.",No,4516.521007400334,10900.58231496884,4.8,0,14985.38231496884,2015,3,10,2015,3,17,2015,7,23,2015,7,23
108-VN-T30,Vietnam,Direct Drop,EXW,Air,ARV,Adult,HETERO LABS LIMITED,Generic,300mg,Tablet,60,1400,15330.0,10.95,0.18,Hetero Unit III Hyderabad IN,No,2541.0,5489.55,18.04,0,20837.59,2015,1,28,2015,2,17,2015,7,10,2015,7,10
104-CI-T30,Côte d'Ivoire,Direct Drop,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,80/20mg/ml,Oral solution,300,540,16642.8,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,519.0,5385.37,20.59,0,22048.76,2013,8,9,2013,9,17,2014,2,7,2014,2,7
161-ZA-T30,South Africa,Direct Drop,DDP,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,200mg,Tablet,60,16383,47838.36,2.92,0.05,"Aurobindo Unit III, India",Yes,1935.0,5159.33,103.14,0,53100.83,2010,3,18,2010,3,19,2010,12,8,2010,12,8
104-CI-T30,Côte d'Ivoire,Direct Drop,CIP,Air,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Crixivan,400mg,Capsule,180,922,46100.0,50.0,0.28,"MSD, Haarlem, NL",No,928.0,2093.32,99.39,0,48292.71,2010,8,10,2010,9,10,2011,7,1,2011,7,1
106-HT-T30,Haiti,Direct Drop,EXW,Ocean,ARV,Adult,HETERO LABS LIMITED,Generic,600/300/300mg,Tablet - FDC,30,39015,399903.75,10.25,0.34,Hetero Unit III Hyderabad IN,No,17826.0,20526.23,411.1,0,420841.07999999996,2014,10,22,2015,1,7,2015,4,9,2015,4,9
102-MW-T30,Malawi,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,66,2112.0,32.0,1.6,"Trinity Biotech, Plc",Yes,29.0,732.72,2.96,0,2847.6800000000003,2012,3,12,2012,3,28,2012,5,21,2012,5,21
108-VN-T30,Vietnam,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,10mg/ml,Oral solution,240,300,555.0,1.85,0.01,"Aurobindo Unit III, India",No,546.0,1340.23,0.78,0,1896.01,2011,12,15,2012,1,18,2012,6,5,2012,6,5
104-CI-T30,Côte d'Ivoire,Direct Drop,CIP,Air,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Stocrin/Sustiva,30mg/ml,Oral solution,180,5196,88124.16,16.96,0.09,"MSD, Haarlem, NL",Yes,1489.0,2093.31,190.0,0,90407.47,2010,8,10,2010,9,10,2011,7,1,2011,7,1
110-ZM-T30,Zambia,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,200mg,Tablet,60,39201,88202.25,2.25,0.04,"Aurobindo Unit III, India",Yes,3986.0,20555.45,90.67,1,108848.37,2014,4,30,2014,5,21,2014,7,20,2014,7,21
104-CI-T30,Côte d'Ivoire,Direct Drop,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Videx,50mg,Chewable/dispersible tablet,60,1887,17926.5,9.5,0.16,"BMS Meymac, France",Yes,312.0,781.5,38.65,0,18746.65,2009,10,29,2009,11,9,2010,6,11,2010,6,11
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,600mg,Tablet,30,34,383.14,11.27,0.38,"Aurobindo Unit III, India",No,4516.521007400334,0.0,0.39,0,383.53,2014,9,11,2015,5,11,2015,5,12,2015,5,12
106-HT-T30,Haiti,Direct Drop,EXW,Ocean,ARV,Pediatric,Aurobindo Pharma Limited,Generic,10mg/ml,Oral suspension,240,2040,3080.4,1.51,0.01,"Aurobindo Unit III, India",No,3504.0,7117.39,3.81,0,10201.6,2013,2,7,2013,3,22,2013,9,2,2013,9,2
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Retrovir,300mg,Tablet,60,300,4826.37,16.09,0.27,GSK Ware (UK),No,4516.521007400334,0.0,9.46,0,4835.83,2009,10,8,2009,10,15,2009,10,21,2009,10,21
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,300mg,Tablet,30,3,41.45,13.82,0.46,Mylan (formerly Matrix) Nashik,No,4516.521007400334,0.0,0.04,0,41.49,2014,9,11,2015,5,11,2015,5,12,2015,5,12
A01-ZM-T50,Zambia,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,585,18720.0,32.0,1.6,"Trinity Biotech, Plc",Yes,4516.521007400334,10900.58231496884,22.03,0,29642.61231496884,2015,4,23,2015,6,16,2015,7,31,2015,7,31
109-TZ-T30,Tanzania,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,1500,120000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,7500.0,19196.73,198.0,0,139394.73,2011,6,24,2011,7,14,2011,10,5,2011,10,5
108-VN-T30,Vietnam,Direct Drop,EXW,Air,ARV,Adult,HETERO LABS LIMITED,Generic,600mg,Tablet,30,12200,42700.0,3.5,0.12,Hetero Unit III Hyderabad IN,No,2356.0,3688.77,43.9,0,46432.67,2014,10,30,2014,12,8,2015,4,14,2015,4,14
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Generic,200mg,Capsule,90,51,1217.19,23.87,0.27,"Aurobindo Unit III, India",No,4516.521007400334,0.0,1.51,0,1218.7,2013,3,18,2012,12,31,2013,4,16,2013,4,16
133-NG-T30,Nigeria,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,10364,922396.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,4212.0,62466.03,948.22,1,985810.25,2014,2,13,2014,5,19,2014,7,9,2014,7,10
104-CI-T30,Côte d'Ivoire,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,300mg,Test kit,100,6500,520000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,2634.0,30778.29,534.56,0,551312.8500000001,2014,5,14,2014,7,9,2015,2,18,2015,2,18
200-UG-T30,Uganda,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,300mg,Test kit,20,1903,60896.0,32.0,1.6,"Trinity Biotech, Plc",Yes,566.0,3603.93,62.6,0,64562.53,2014,7,23,2014,9,4,2014,10,14,2014,10,14
116-ZA-T30,South Africa,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,400mg,Delayed-release capsules,30,9,137.45,15.27,0.51,"Aurobindo Unit III, India",No,4516.521007400334,0.0,0.14,0,137.58999999999997,2014,9,11,2014,10,9,2015,8,24,2015,8,24
106-HT-T30,Haiti,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,50mg,Capsule,30,400,624.0,1.56,0.05,"Aurobindo Unit III, India",Yes,41.0,1317.01,0.64,0,1941.65,2014,3,20,2014,4,29,2014,6,25,2014,6,25
114-UG-T30,Uganda,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,200/50mg,Tablet,120,480,17356.8,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,127.0,1400.91,37.42,0,18795.129999999997,2010,2,9,2010,2,10,2010,3,24,2010,3,24
